,Name,Class
163,ஹரஸ்பெத்த,Sinhala
164,வெலதென்ன,Sinhala
165,அபநெல்ல,Sinhala
166,கிரல்தெனிய,Sinhala
167,வதுராவ,Sinhala
168,வேக்கவுஸ் வீதி,Sinhala
169,பலாச்சோலை,Tamil
170,இஹலகம,Sinhala
171,அல்கம,Sinhala
172,ஊவகேலே தோட்டம்,Sinhala
173,மடுல்ஷீம,Sinhala
174,புன்சிறிபுர,Tamil
175,கல்பாத,Sinhala
176,புதிய பிரிவு,Sinhala
177,மஹதோவ,Sinhala
178,மடுல்ஸிம,Sinhala
179,தம்பிபிள்ளை வீதி,Tamil
180,மாங்காடு,Tamil
181,செட்டிபாளையம்,Tamil
182,விஜேசிங்கம,Sinhala
183,உஸ்வெவ,Sinhala
184,தங்காலை,Tamil
185,புதிய கொலணி கீழ்,Sinhala
186,ஹகமுவ,Sinhala
187,அங்குனகொலபெலஸ்ஸ,Sinhala
188,வாவி மகாவலி சந்தி,Sinhala
189,பெல்வெஹெர,Sinhala
190,தம்புல்ல,Sinhala
191,பெண் பாடசாலை வீதி,Sinhala
192,திலக,Sinhala
193,கல்பொத்தஹேன,Sinhala
194,கிரிமெட்டிமுல்ல,Sinhala
195,தெளிஜ்ஜவில,Tamil
196,ரமேஸ்புரம்,Tamil
197,கல்பொத்தஹேன,Sinhala
198,கிரிமெட்டிமுள்ள,Sinhala
199,தெலிஜ்ஜவில,Sinhala
200,விவேகாராமா பன்சல அருகாமை,Sinhala
201,தொம்பகொட,Sinhala
202,ஹொரண,Sinhala
203,சுனாமி வீட்டுத்திட்டம்,Sinhala
204,பழையஊர்,Tamil
205,தனவெல,Sinhala
206,ரம்புக்க,Tamil
207,கலவான,Sinhala
208,கம்பாதொல தேல,Sinhala
209,ஹரகொலகொல்ல,Sinhala
210,உடமெதுர,Sinhala
211,வேவெல்கந்துர,Sinhala
212,பாடசாலை வீதி,Sinhala
213,ரம்புகே,Sinhala
214,பாலுகெதர தோட்டம்,Sinhala
215,நில்தன்டாஹின்ன,Sinhala
216,கிருஸ்ணன் கோவில் வீதி,Tamil
217,பாரதி கிராமம் ஐயன்கேணி,Tamil
218,புனித ஜோன்ஸ் தோட்டம்,Sinhala
219,ஹோர்டன் வத்த,Sinhala
220,மீறியகஹ உள்பத்த,Sinhala
221,உடமாதுற,Sinhala
222,ம் கட்டை வீதி,Sinhala
223,கொம்மாதுறை,Tamil
224,லியங்வல மடுமான,Sinhala
225,குடுபலகஹதென்ன,Sinhala
226,வாவி வீதி,Sinhala
227,புளியங்குளம்,Tamil
228,அநுராதபுரம்,Sinhala
229,பெரகும் இடம்,Sinhala
230,கந்துருவெல,Sinhala
231,பொலொன்னறுவை,Sinhala
232,ராஜபக்ஷ வூட் ஹவுஸ்,Sinhala
233,மட்டகளப்பு வீதி,Sinhala
234,கதுருவெல்ல,Sinhala
235,பொலநறுவை,Sinhala
236,நீர்பாசல பெதேச,Sinhala
237,புதியநகர,Sinhala
238,அத்துமல்பிட்டிய மேற்கு,Sinhala
239,பொலொன்னறுவை,Sinhala
240,உதேணி கால்வாய் வீதி,Tamil
241,இதிகொலபெலெஸ்ஸ,Sinhala
242,செவனகல,Sinhala
243,தைக்கா வீதி,Tamil
244,கிளிவெட்டி,Tamil
245,கலந்தர் வீதி,Sinhala
246,மீராகேணி,Tamil
247,மக்காமடி வீதி,Sinhala
248,சின்னலெவ்வை வீதி,Sinhala
249,பட்டியடிப்பிட்டி,Tamil
250,அக்கரைப்பற்று,Tamil
251,புதுப்பள்ளி வீதி,Tamil
252,ஸ்ரீ நாராயணபுரம்,Sinhala
253,தோப்பூர்,Tamil
254,குணவர்தன இல்லம்,Sinhala
255,நாபே,Sinhala
256,நெலுந்தெனிய,Sinhala
257,ஊவகேலேதோட்டம்,Sinhala
258,சமகி மாவத்தை,Sinhala
259,பேராதெனிய வீதி,Sinhala
260,கண்டி,Tamil
261,கோயில் வீதி,Tamil
262,கொபெய்துடுவ,Sinhala
263,வராகய,Sinhala
264,மகமேவ்னாவ பாவனா அசபுவ,Sinhala
265,வடுவாவ,Sinhala
266,யடிகல்லொளுவ,Sinhala
267,பொல்கஹவெல,Sinhala
268,வடுவாவ,Sinhala
269,ஹொரவல,Sinhala
270,ஹபுருகல,Sinhala
271,பெந்தோட்டை,Sinhala
272,கலகஹதுவ,Sinhala
273,ஹெந்தல,Sinhala
274,வத்தளை,Sinhala
275,சாகரசிரிகம,Sinhala
276,ஏகமுல்ல,Sinhala
277,பமுணுகம,Sinhala
278,புவக் வத்த வீதி,Sinhala
279,நாயககந்த,Sinhala
280,லீனஸ்வேல்ல,Sinhala
281,தெலதுர,Sinhala
282,வெஹரகம,Sinhala
283,மத்திய முகாம்,Sinhala
284,அம்பாறை,Tamil
285,ரஜகலதென்ன,Sinhala
286,கனகல,Sinhala
287,தோட்ட பிரிவு,Sinhala
288,ஹல்வதுர,Sinhala
289,இங்கிரிய,Sinhala
290,அம்பிட்டிய வீதி,Sinhala
291,மஹமேவ்னாவ பாவனா அசபுவ,Sinhala
292,பரகஹஹேன,Sinhala
293,மிதிகம,Sinhala
294,அஹங்கம,Sinhala
295,பெம் உயன தோட்டம்,Sinhala
296,மிரிஸ்ஸ,Sinhala
297,ஜினேந்ரராம வீதி,Sinhala
298,கோதுறுதெனிய,Sinhala
299,குடல்கம,Sinhala
300,வெலிகம,Sinhala
301,எரமுது கஹ கொரட்டுவ,Sinhala
302,குருபெபில,Sinhala
303,பலல்ல வீதி,Sinhala
304,புதிய வீதி,Sinhala
305,கோட்டகொட,Sinhala
306,ஹபக்கல,Sinhala
307,மஹஇந்துருவ,Sinhala
308,இந்துருவ,Sinhala
309,சிங்கரூபாகம,Sinhala
310,பண்டாரநாயக்க மாவத்தை,Sinhala
311,வெள்ளக்க,Tamil
312,மடலகம,Sinhala
313,ஹல்பாவல வீதி,Sinhala
314,பனாவென்ன,Sinhala
315,கஹவத்தை,Sinhala
316,ரக்வான வீதி,Sinhala
317,கரவ்வான வத்த,Sinhala
318,நஹல்வதுர,Sinhala
319,ஹிரிலியெத்த,Sinhala
320,எகெலேபொல குமாரிஹாமி மாவத்தை,Sinhala
321,அன்னாவியார் வீதி,Tamil
322,கடுகஸ்தோட்ட வீதி,Sinhala
323,கம்பளை வீதி,Sinhala
324,திப்பிட்டிகல,Sinhala
325,தெமுவான,Sinhala
326,ரக்வான,Sinhala
327,கொடகம,Sinhala
328,பேராதனை,Sinhala
329,பெல்மடுள்ள,Tamil
330,இத்தமல்கொட,Sinhala
331,ம் பிரிவு,Sinhala
332,பெரென்டுவ,Sinhala
333,லெல்லோபிட்டி,Sinhala
334,பிரதான வீதி,Sinhala
335,தம்பட்டை,Tamil
336,கிட்டங்கி வீதி,Sinhala
337,நிந்தவூர்,Sinhala
338,அல் மஸ்லம் வீதி,Sinhala
339,மாதவன் வீதி,Sinhala
340,கல்முனை,Sinhala
341,தியேட்டர் வீதி,Sinhala
342,தங்கநகர்,Tamil
343,கிளிவெட்டி,Tamil
344,மாரியம்மன் கோயில் வீதி,Tamil
345,பாண்டிருப்பு,Tamil
346,கிளிவெட்டி முதூர்,Tamil
347,பொரளுவதொட,Sinhala
348,பொல்அத்தாவ,Sinhala
349,நிந்தன,Sinhala
350,சீகிரியா,Sinhala
351,அங்குனுகொலபெலஸ்ஸ,Sinhala
352,சமாலி இல்லம்,Sinhala
353,யககல,Sinhala
354,ரந்தோல மாவத்தை,Sinhala
355,மிட்டியாகொட,Sinhala
356,தர்மசேன மாவத்தை,Sinhala
357,கூட்டுறவு மாவத்தை,Sinhala
358,மயான வீதி,Sinhala
359,கோயில் வீதி,Tamil
360,குருந்த மாவத்தை,Sinhala
361,சந்தவிமல மாவத்தை,Sinhala
362,தியேட்டர் வீதி,Sinhala
363,நின்தவூர்,Sinhala
364,பேகரி ஒழுங்கை,Sinhala
365,சேனைக்குடியிறுப்பு,Tamil
366,மேன்கமம்,Tamil
367,கிளிவெட்டி,Tamil
368,வெதிகந்தஇஹல,Sinhala
369,அலவ்வ,Sinhala
370,முதியன்செகெ தோட்டம்,Sinhala
371,தித்தெலிய,Sinhala
372,மீட்டியகொடை,Sinhala
373,வெலிஹேன வடக்கு,Sinhala
374,கொச்சிக்கடை,Tamil
375,ஹெட்டிகந்த,Sinhala
376, ஹனிச மன்சில்,Tamil
377,மீரா நகர்,Tamil
378,சேனைக்குடியிருப்பு,Tamil
379,த்   கடற்கரை வீதி,Tamil
380,செல்லகந்த வீதி,Sinhala
381,தலுபத்,Sinhala
382,ஒலுவில்,Tamil
383,செயிலான் வீதி,Tamil
384,கல்முனைக்குடி,Tamil
385,ம் குறுக்குத்தெரு,Tamil
386,பிர்தௌஸ் பள்ளி வீதி,Tamil
387,புதிய சோமநாதர் வீதி,Tamil
388,பாண்டிருப்பு,Tamil
389,நகர் பிரிவு,Tamil
390,வேக்கரி ஒழுங்கை,Sinhala
391,சேனைக்குடியிருப்பு,Tamil
392,சமாதானக் கிராமம்,Tamil
393,புல்மோட்டை,Tamil
394,யுனிட்,Sinhala
395,சாலியபுர,Sinhala
396,முல்லிப்பொத்தானை,Sinhala
397,மத்திய வீதி,Sinhala
398,நகர் பிரிவு,Tamil
399,அலியார் மரைக்கார் வீதி,Tamil
400,மாரியம்மன் கோயில் வீதி,Tamil
401,ரஹ்மான் நகர்,Tamil
402,ம் வாட் புல்மோட்டை,Tamil
403,சிவபுரம்,Tamil
404,கன்னன்குடா,Tamil
405,மட்டக்களப்பு,Tamil
406,முதலியார் வீதி,Sinhala
407,வலகம்புர,Sinhala
408,வெரென்கெடகொட,Sinhala
409,புதிய கங்தொட்ட வீதி,Sinhala
410,மாவில்மட,Tamil
411,பாரதி கிராமம் ஐயங்கேணி,Tamil
412,தெல்ஹஹவத்த,Sinhala
413,மஹகம வடக்கு,Sinhala
414,சந்தமல்கம,Sinhala
415,மொரவெவ,Sinhala
416,ஹொரவபொத்தானை,Sinhala
417,ஹோப் தோட்டம் கீழ்ப் பிரிவு,Sinhala
418,ஹேவாஹெட,Sinhala
419,ஒடாவியார் வீதி,Tamil
420,முனையவளவு வீதி,Tamil
421,கீ கியன கந்த தோட்டம,Sinhala
422,குடலிகம பிரிவு,Sinhala
423,நெபொட,Sinhala
424,கிரிதிவேல வீதி,Sinhala
425,ரதாவான,Sinhala
426,பாலம் கந்தவுர,Sinhala
427,உஹன,Sinhala
428,கடற்கரைச்சேனை,Tamil
429,மூதூர்,Tamil
430,தல்ககபொத்த,Sinhala
431,உடுபத்தாவ,Sinhala
432,துங்தோட்டை,Sinhala
433,தும்மலசூரிய,Sinhala
434,வென்னொருவ,Sinhala
435,கந்தேகெதர,Sinhala
436,மகரச்சிமுல்ல,Sinhala
437,புஜ்ஜொமுவ,Sinhala
438,சியம்பலாபிட்டிய,Sinhala
439,சாந்திகம,Sinhala
440,யக்கல்கொடை,Sinhala
441,நவதல் வத்தை,Sinhala
442,ஹபரவெவ வத்தை குடியேற்றம்,Sinhala
443,எத்துன்கஹகொட்டுவ,Sinhala
444,மரியா குறூப்,Tamil
445,லிந்துலை,Sinhala
446,சிவல்லவ,Sinhala
447,ஈதனவத்தை,Sinhala
448,குருநாகலை,Sinhala
449,வெவர்செட் இடம்,Sinhala
450,கொழும்பு,Sinhala
451,வன்னேரிக்குளம்,Tamil
452,கிளிநொச்சி,Tamil
453,மஹ ஊவ தோட்டம் தொழிற்சாலைப் பிரிவு,Sinhala
454,வலப்பனை,Sinhala
455,அமரகீர்திகம,Sinhala
456,பொரகந்தவத்த,Sinhala
457,கரந்தெனிய,Sinhala
458,தலாகொலவெவ,Sinhala
459,ரஸ்னாயக்கபுர,Sinhala
460,நிக்கவெரடிய,Sinhala
461,யகல்ல,Sinhala
462,மெகொடவெவ,Sinhala
463,கப்புகொட்டுவ,Sinhala
464,வெலம்பொட,Sinhala
465,பழைய வீதி,Sinhala
466,களுத்துறை தெற்கு,Tamil
467,எம்பிலிபிட்டிய,Sinhala
468,ரன்வெடியாவ,Sinhala
469,கலேவெல,Sinhala
470,குரு ஆச்சிகே தோட்டம்,Sinhala
471,எத்கால,Sinhala
472,கட்டான,Tamil
473,முத்தெட்டுபொல,Sinhala
474,பல்லெபெத்த,Sinhala
475,மஹர நுகேகொட,Sinhala
476,கடவத்த,Sinhala
477,பனலிய,Sinhala
478,மாலகம்மன,Sinhala
479,குலுகம்மன,Sinhala
480,கெசல்வத்துகொட,Sinhala
481,தேவாலேகம,Sinhala
482,ஜயவர்தனபுர,Sinhala
483,ஷாசனஜோதிமாவத்தை,Sinhala
484,தெலவல,Sinhala
485,கல்கிசை,Sinhala
486,முன்னம் போடிவெட்டை,Tamil
487,தோப்பூர்,Tamil
488,பள்ளி வீதி,Tamil
489,பள்ளிக்குடியிருப்பு,Tamil
490,உப தபாலக வீதி நகர் பிரிவு,Sinhala
491,கதிரியா,Sinhala
492,கடற்கரை வீதி,Tamil
493,ஹிஜ்ரா வீதி,Sinhala
494,கூனித்தீவு,Tamil
495,மூதூர்,Tamil
496,பிரதான வீதி,Sinhala
497,சேனைக்குடியிருப்பு,Tamil
498,பள்ளியடி வீதி,Tamil
499,கந்தையா வீதி,Sinhala
500,தம்பட்டை,Tamil
501,கூர்க்கண்டம்,Tamil
502,தோப்பூர்,Tamil
503,போதிராஜபுர,Sinhala
504,வேறஹர,Sinhala
505,பொரலஸ்கமுவ,Sinhala
506,கோதமி சில்ஆராமய,Sinhala
507,அலுதபொல,Sinhala
508,துனாகஹ,Sinhala
509,படகெத்தர,Sinhala
510,மடபாத்த,Sinhala
511,கொங்கஹ வத்த,Sinhala
512,பலாங்கொடை வீதி,Sinhala
513,அலுத்பார,Sinhala
514,கனதராவ,Sinhala
515,மெதவச்சிய,Sinhala
516,குருகொடேல்ல,Sinhala
517,ரம்மள,Tamil
518,வராபிட்டிய,Sinhala
519,வடக்கு கொளின்ஜாடிய,Sinhala
520,வென்னப்புவ,Sinhala
521,கெகிராவ,Sinhala
522,மஹ எலகமுவ,Sinhala
523,சங்கராஜ மாவத்தை,Sinhala
524,யாய பதவிய,Sinhala
525,உனகொல்லெவ வீதி,Sinhala
526,ஸ்ரீ பூர்வாராம விகாரை,Sinhala
527,மாரகொட,Sinhala
528,தேவாலயகம,Sinhala
529,செவனகலகம,Sinhala
530,மீராகேனி,Sinhala
531,மொட்டன,Sinhala
532,பலன,Sinhala
533,கடுகண்ணாவ,Tamil
534,கங்கொட,Sinhala
535,உடதும்பர,Sinhala
536,போத்தலே,Sinhala
537,பஹலகம,Sinhala
538,அம்பேபுஸ்ஸ,Sinhala
539,மல்பெரிகம,Sinhala
540,பெதிகம,Sinhala
541,தெற்கு,Tamil
542,விதாரந்தெனிய,Sinhala
543,அம்பலன்தொட்டை,Sinhala
544,மக எல கண்டிய,Sinhala
545,கொக்கலை,Tamil
546,நிலாவெளி,Tamil
547,ஆம் வட்டாரம்,Tamil
548,கொடமே கெதர,Sinhala
549,குருகுதேகம,Sinhala
550,பிட்டியகெதர,Sinhala
551,மாதம்பிடிய வீதி,Sinhala
552,பட்டுகச்சிய,Tamil
553,அக்போபுர,Sinhala
554,ஜயந்தி கம,Sinhala
555,வான் எல,Sinhala
556,பெல்லந்தெனிய,Sinhala
557,மாஸ்பொத,Sinhala
558,குடாகல்கமுவ,Sinhala
559,மாபேகமுவ,Sinhala
560,கணேகொலனிய,Sinhala
561,ஹீனட்டிகும்புற வீதி,Sinhala
562,தலங்கம,Sinhala
563,வடக்கு,Tamil
564,பத்தரமுல்ல,Sinhala
565,அழுத்ஹேன,Sinhala
566,அதிகாரிகொட,Sinhala
567,மாத்தளை,Sinhala
568,மாத்தளை தோட்டம்,Sinhala
569,துன்கலவத்தை,Sinhala
570,திஸ்ஸபுர,Sinhala
571,தடயம்தலாவ,Sinhala
572,இ  கிகம்மடுவ,Sinhala
573,பதுவில,Sinhala
574,காலி,Sinhala
575,குருந்துவத்த,Sinhala
576,இம்புல்கஸ்தெனிய,Sinhala
577,ஸ்ரீ சரணங்கர மாவத்தை,Sinhala
578,அழுவிகாரை,Sinhala
579,வக்வெல்லவீதி வீதி,Sinhala
580,சாமபுர தொடர்மாடி,Sinhala
581,புதிய எளுவன்குளம்,Tamil
582,புத்தளம்,Tamil
583,விஜய மாவத்தை,Sinhala
584,மாம்பே வடக்கு,Sinhala
585,பிலியந்தலை,Sinhala
586,நாம்புலுவ பசியால,Sinhala
587,கரலியத்த வீதி,Sinhala
588,மெணிக்ஹின்ன,Sinhala
589,இசுருபுர,Tamil
590,இங்கிரிய தோட்டம்,Sinhala
591,சமரகோன் இடம்,Sinhala
592,மோல்பே,Sinhala
593,மொரட்டுவை,Sinhala
594,முதலாம் ஒழுங்கை,Sinhala
595,வராகொட,Sinhala
596,களனி,Sinhala
597,எல்லேகடே,Sinhala
598,விலானகம,Sinhala
599,மொல்பே,Sinhala
600,அலுபதகம,Sinhala
601,கோனகம,Sinhala
602,குருணாகல்,Sinhala
603,அலவத்த,Sinhala
604,போகொடவத்த,Sinhala
605,பாலுகம,Sinhala
606,தொம்பே,Sinhala
607,பம்பே கொலணி,Sinhala
608,விலபொல,Sinhala
609,உடுபத்தாவ,Sinhala
610,சதாசரன மாவத்தை,Sinhala
611,கீழ் தும்மலகொட்டுவ,Sinhala
612,தங்கொட்டுவ,Sinhala
613,கோனாவலபத்தன,Sinhala
614,நாவலப்பிட்டிய,Sinhala
615,பொகுட்டுகெட்டிய,Sinhala
616,தொலொஸ்வல,Sinhala
617,நிவித்திகல,Sinhala
618,மல்வானை,Sinhala
619,பொத்துகொலதெனிய,Sinhala
620,கட்டியாவ,Sinhala
621,எப்பாவல,Sinhala
622,மல்வத்தகம,Sinhala
623,கடைவீதி,Sinhala
624,கொன்தராதுவ,Sinhala
625,ருக்மலே,Sinhala
626,பெரஹெட்டிய,Sinhala
627,மெல்லவகெதர,Sinhala
628,பன்னிபிட்டிய,Sinhala
629,பட்டியகேடற,Sinhala
630,ஹேவாகம,Sinhala
631,கடுவெல,Sinhala
632,மர்ஸ்வத்த வீதி,Sinhala
633,வெலிமலுவ,Sinhala
634,கலல்பிட்டிய,Sinhala
635,பஸ்யால,Sinhala
636,கொட்டாஞ்சேனை வீதி,Sinhala
637,கொட்டாஞ்சேனை,Sinhala
638,கந்துருஎந்த வீதி,Sinhala
639,கும்புக்க,Sinhala
640,கோணபொல,Sinhala
641,ஹஜுகஹலந்தவத்த,Sinhala
642,தொடங்கொட,Sinhala
643,முலட்டியன,Tamil
644,பஞ்சானந்த மாவத்த,Sinhala
645,வேகட,Sinhala
646,பாணந்துறை,Tamil
647,மாபுல,Sinhala
648,வக,Sinhala
649,வோக்சோலே வீதி,Sinhala
650,ரன்மல்ககேல,Sinhala
651,தம்புள்ள,Tamil
652,தர்காநகர்,Tamil
653,அக்கர,Tamil
654,குலன்தாவ,Sinhala
655,மொனராகல,Sinhala
656,அந்தோனிமுனை மாவத்த,Sinhala
657,மம்புரிய,Tamil
658,பல்லோவிடவத்த,Sinhala
659,ரிதிகொட்டுவ,Sinhala
660,ரம்முத்துகல,Sinhala
661,கஜபா இடம்,Sinhala
662,சுகந்தபுர,Sinhala
663,பொறுபன,Sinhala
664,இரத்மலானை,Sinhala
665,யட்டதொல,Sinhala
666,நவுந்துடுவ,Sinhala
667,டிஎன்ட்சின் குரூப்,Tamil
668,பொகவன்தலாவை,Sinhala
669,உடகெவத்த,Sinhala
670,மீகொட,Sinhala
671,மகரனுகேகொட,Sinhala
672,ராகம,Sinhala
673,பல்லிய கெதர,Sinhala
674,அதுரெலிய மேற்கு,Sinhala
675,அக்குரச,Tamil
676,அழுத்வெவ,Sinhala
677,நெலும்வெவ,Sinhala
678,புலோலி தெற்கு,Tamil
679,புலோலி,Sinhala
680,யட்டன்வல,Sinhala
681,றுவன்வெல்ல,Sinhala
682,கம்மன்பில,Sinhala
683,ஹீருஸ்ஸகல வீதி,Sinhala
684,மஹஅஸ்வெத்துவ,Sinhala
685,ஹசலக,Sinhala
686,பலுககெடுவெவ,Sinhala
687,கஹட்டகஸ்திகிலிய,Sinhala
688,தும்புலுவ,Sinhala
689,லெவங்கம,Sinhala
690,செஸ்டர்செட்தோட்டம்,Sinhala
691,வஹரக்க,Sinhala
692,ஜய மாவத்தை,Sinhala
693,ஹெடிகம,Sinhala
694,சூரியமாலுவ,Sinhala
695,காகிலகேன,Sinhala
696,கொழும்பு வீதி,Sinhala
697,பிரிவு,Sinhala
698,டம்மரிய  தோட்டம்,Sinhala
699,மீதும்பிட்டிய,Sinhala
700,பஸ்சர,Sinhala
701,றோயல் கார்டின்,Tamil
702,வனவாசல,Sinhala
703,ஹோலகமுவ,Sinhala
704,நாரம்மல,Sinhala
705,வித்யகாந்தி பிரிவெனா வீதி,Sinhala
706,கொபெய்வத்த,Sinhala
707,ஹீனடிகல,Sinhala
708,தல்பே,Sinhala
709,தெமலகம,Sinhala
710,லக்சபதி வீதி மொரடுவ,Sinhala
711,கேரத்புர,Sinhala
712,ராகல,Sinhala
713,கல்கிரானோயா,Sinhala
714,விஜய மாவத்தை,Sinhala
715,தலஹேன,Sinhala
716,மாலபே,Sinhala
717,அட்டகொஹொட்ட,Sinhala
718,நவந்தகல,Sinhala
719,கமரகொட,Sinhala
720,தெவலபொல,Sinhala
721,மயூரபுர,Tamil
722,ஹம்பாந்தோட்டை,Sinhala
723,யொவுன்கம,Sinhala
724,ஹல்கந்தவில,Sinhala
725,பயாகல,Sinhala
726,ஹல்லகந்த,Sinhala
727,குடுகல்பல,Sinhala
728,தவலம,Sinhala
729,ரம்பபொக்குன ஆரன்ய சேனாசனய,Sinhala
