,Name,Class
331,சத்துரங்க,Sinhala
332,ஷிவரஞ்ஜன்,Sinhala
333,சம்சுதீன்,Muslim
334,சித்தி,Sinhala
335,ஹர்ஷானா,Sinhala
336,அருணாசலம்,Sinhala
337,கனகேஸ்வரி,Tamil
338,சிவநேசராசா,Tamil
339,சோபியா,Sinhala
340,கஜநாயக்க,Sinhala
341,பத்திரகே,Sinhala
342,புத்திகா,Sinhala
343,பிரியதர்ஷனி,Sinhala
344,விதாரனகே,Sinhala
345,மதுகா,Sinhala
346,மதுஷானி,Sinhala
347,விதாரண,Sinhala
348,வஹும்புரகே,Sinhala
349,வத்சலா,Sinhala
350,கீர்த்திசிங்ஹ,Sinhala
351,எதிரிசிங்க,Sinhala
352,ராஜபக்ஷ,Sinhala
353,ஹாலி,Sinhala
354,விதானேலாகே,Sinhala
355,தினேஷ்,Sinhala
356,அபேவிக்ரம,Sinhala
357,விஜயமலர்,Tamil
358,சிவநாதன்,Tamil
359,சிவராஜினி,Tamil
360,ஜயவீர,Sinhala
361,நிரோஷன,Sinhala
362,தேவகுமாரன்,Tamil
363,குஷ்யந்தன்,Tamil
364,இராமநாதன்,Tamil
365,ராஜசேகரன்,Tamil
366,பெருமாள்,Tamil
367,ரஞ்ஜீதம்,Sinhala
368,வீரசின்ஹ,Sinhala
369,முதியன்செலாகே,Sinhala
370,உடகேதர,Sinhala
371,சமன்,Sinhala
372,வீரசிங்க,Sinhala
373,அழகையா,Tamil
374,கோகுலன்,Tamil
375,எகொட,Sinhala
376,கேதர,Sinhala
377,துமிந்த,Sinhala
378,லஹிறு,Sinhala
379,லக்மால்,Sinhala
380,காளிமுத்து,Tamil
381,ஜயனாத்,Sinhala
382,ரஷ்மி,Sinhala
383,விரங்கா,Sinhala
384,இந்திகெட்டிய,Sinhala
385,ஹேவகே,Sinhala
386,துஷல்,Sinhala
387,மதுஷங்க,Sinhala
388,திஸுர,Sinhala
389,உதான,Sinhala
390,பஸன்,Sinhala
391,கார்தியே,Sinhala
392,ஹேவாவசன்,Sinhala
393,கெலணியன்,Sinhala
394,கொட,Sinhala
395,தில்ஷான்,Sinhala
396,தினுஷ,Sinhala
397,விக்கிரமசிங்க,Sinhala
398,சியம்லா,Sinhala
399,ரசாங்கி,Sinhala
400,லாலித்யா,Sinhala
401,அபேசிங்க,Sinhala
402,இசுறு,Sinhala
403,உதார,Sinhala
404,சேனாநாயக்க,Sinhala
405,ஹெட்டிஆரச்சி,Sinhala
406,வன்னகு,Sinhala
407,வத்த,Sinhala
408,வதுகே,Sinhala
409,சசிந்திரா,Sinhala
410,சஞ்தீபனி,Sinhala
411,குமாரி,Sinhala
412,குச்திந்ஞாவடு,Sinhala
413,அலங்காரகெதர,Sinhala
414,ஜனக,Sinhala
415,ஆசிரி,Sinhala
416,ரத்நாயக்க,Sinhala
417,ரசாங்க,Sinhala
418,மதுர,Sinhala
419,இமியா,Sinhala
420,அத்துகோராலலாகே,Sinhala
421,சாமர,Sinhala
422,அனுருத்த,Sinhala
423,அத்துகோரல,Sinhala
424,ஜயசேகர,Sinhala
425,முதலிகே,Sinhala
426,சமிந்த,Sinhala
427,முனமல்,Sinhala
428,காவத்தே,Sinhala
429,பத்மினி,Sinhala
430,அனோமா,Sinhala
431,விதான,Sinhala
432,நெலும்,Sinhala
433,லோகுகமகே,Sinhala
434,சோமாவதி,Sinhala
435,ரணஹேவாகே,Sinhala
436,தினிதி,Sinhala
437,சமோதிகா,Sinhala
438,ரணஹேவா,Sinhala
439,நெய்னா,Muslim
440,முகம்மது,Muslim
441,இனாயதுல்லா,Sinhala
442,அருலானந்தம்,Sinhala
443,தேவமனோகரி,Tamil
444,உமறுலெவ்வை,Muslim
445,சபியவும்மா,Sinhala
446,முஹம்மது,Muslim
447,கவுஸ்,Muslim
448,கமறுன்னிசா,Sinhala
449,பாறூக்,Muslim
450,முஹம்மது,Muslim
451,முர்ஷித்,Sinhala
452,நுபைஸ்,Muslim
453,ஸாஜிதா,Sinhala
454,தவராசா,Tamil
455,டிலக்ஷன்,Sinhala
456,சுதுசிங்க,Sinhala
457,வாவ்வெகே,Sinhala
458,ரவினி,Sinhala
459,விதுசிகா,Sinhala
460,குணவர்தன,Sinhala
461,நிலுஷிகா,Sinhala
462,விராஜனி,Sinhala
463,சுந்தரம்,Tamil
464,சுரேஷ்பாபு,Sinhala
465,ரவிச்சந்திரன்,Tamil
466,அரவிந்த்,Sinhala
467,தியாகராசா,Tamil
468,நிலக்ஷன்,Sinhala
469,துய்யா,Sinhala
470,ஹன்னதி,Sinhala
471,செனரத்,Sinhala
472,விதானபதிரனகே,Sinhala
473,பிலிமதலாவே,Sinhala
474,ரதனகித்தி,Sinhala
475,தேரர்,Sinhala
476,மாதலே,Sinhala
477,சுகதகித்தி,Sinhala
478,தொலமுன,Sinhala
479,கன்கானம்கே,Sinhala
480,ஸசினி,Sinhala
481,பிரேமதிலக,Sinhala
482,ஹொரவல,Sinhala
483,விதானகே,Sinhala
484,இனோகா,Sinhala
485,சிங்கக்குலிகே,Sinhala
486,நிவ்டன்,Sinhala
487,லியனஆரச்சிகே,Sinhala
488,நிலான்,Sinhala
489,ஜயமான்ன,Sinhala
490,லக்ஷான்,Sinhala
491,அஜந்தா,Sinhala
492,விஜயானந்தன்,Tamil
493,குரனகே,Sinhala
494,குமுது,Sinhala
495,பெரேரா,Sinhala
496,மாகம,Sinhala
497,லலிதா,Sinhala
498,பெபிலல்லிவல,Sinhala
499,கமராலலாகே,Sinhala
500,தயாவதீ,Sinhala
501,தினுஹின்கே,Sinhala
502,சந்தியா,Sinhala
503,மதுவந்தி,Sinhala
504,நாரங்கல்லே,Sinhala
505,கங்கானமலாகே,Sinhala
506,சுவர்ணா,Sinhala
507,ரம்யலதா,Sinhala
508,கூட,Sinhala
509,சந்திரலதா,Sinhala
510,மதுரப்பெரும,Sinhala
511,சிதும்,Sinhala
512,தனுஷ்க,Sinhala
513,சிரிவர்தன,Sinhala
514,மொரகலகே,Sinhala
515,ஆனந்த,Sinhala
516,ஜயசுந்தர,Sinhala
517,முதியான்சேலாகே,Sinhala
518,அனோஷா,Sinhala
519,செனெவிரத்ன,Sinhala
520,ஜசெந்து,Sinhala
521,மதுஷானி,Sinhala
522,தங்கவேளு,Tamil
523,ஞானராஜன்,Tamil
524,ஷெஹான்,Sinhala
525,ஹிரங்க,Sinhala
526,சந்திரசேகர,Sinhala
527,கேகல்லே,Sinhala
528,கல்யாணகித்தி,Sinhala
529,பண்டாரவெல,Sinhala
530,ஆரியகித்தி,Sinhala
531,கல்பொக்க,Sinhala
532,வாசனா,Sinhala
533,குலசூரிய,Sinhala
534,அகங்கம,Sinhala
535,வலவகே,Sinhala
536,யுரேகா,Sinhala
537,சஞ்ஜீவனி,Sinhala
538,பியதிகமகே,Sinhala
539,தில்கி,Sinhala
540,இஷாரா,Sinhala
541,எலுவாவலகே,Sinhala
542,ஹஷான்,Sinhala
543,பிரியதர்ஷன,Sinhala
544,பரனாதுகே,Sinhala
545,காவிங்க,Sinhala
546,சங்கல்ப,Sinhala
547,மொகமட்,Muslim
548,அஸ்ஜத்,Muslim
549,மொஹமட்,Muslim
550,குரைஸ்,Tamil
551,முஸ்தாக்,Muslim
552,லங்கா,Sinhala
553,கீகெனகே,Sinhala
554,ரேணுகா,Sinhala
555,சந்துன்,Sinhala
556,பிரதீப்,Sinhala
557,சந்தநாயக்க,Sinhala
558,பிரஷான்,Sinhala
559,மினிந்து,Sinhala
560,கரல,Sinhala
561,கிங்கே,Sinhala
562,ரஞ்சனி,Sinhala
563,பிரேமகாந்தி,Sinhala
564,நாநாயக்கார,Sinhala
565,வசம்,Sinhala
566,நாகஹவத்தகே,Sinhala
567,சந்திரதாச,Sinhala
568,அராவத்த,Sinhala
569,சவினி,Sinhala
570,எரந்திகா,Sinhala
571,திலகரத்ன,Sinhala
572,பனாவென்ன,Sinhala
573,வெதகே,Sinhala
574,எஷானி,Sinhala
575,சஷிகா,Sinhala
576,ஹங்சமாலி,Sinhala
577,விஜேதுங்க,Sinhala
578,இருப்புவே,Tamil
579,பத்தகே,Sinhala
580,வருணி,Sinhala
581,விராஜினி,Sinhala
582,வீரவர்தன,Sinhala
583,பஸ்னெக்கே,Sinhala
584,டிலீஷ,Sinhala
585,பிரேமசிறி,Sinhala
586,ஹந்துவலகே,Sinhala
587,தீக்ஷனி,Sinhala
588,ஜயசிங்ஹ,Sinhala
589,தேல,Sinhala
590,வனசிங்ஹ,Sinhala
591,சந்துஷி,Sinhala
592,குமாலா,Sinhala
593,மெதவத்தே,Sinhala
594,அவிஷ்க,Sinhala
595,தேஷான்,Sinhala
596,புஸ்ஸ,Sinhala
597,தேவகே,Sinhala
598,சமரதுங்க,Sinhala
599,ஹசினி,Sinhala
600,ரன்ஜுலா,Sinhala
601,ரணசிங்க,Sinhala
602,யதீஷ,Sinhala
603,சஜீர்,Sinhala
604,ஸ்ரீ,Sinhala
605,கீர்த்திவர்தன,Sinhala
606,கணேசமூர்த்தி,Tamil
607,மனோகரி,Tamil
608,சத்திய,Sinhala
609,வேலு,Tamil
610,லதா,Sinhala
611,விக்கிரம,Sinhala
612,சானக,Sinhala
613,மதுமால்,Sinhala
614,பதிரண,Sinhala
615,பிரமோதி,Sinhala
616,நிம்மிகா,Sinhala
617,போகஹ,Sinhala
618,கொரடுவே,Sinhala
619,தஷ்மி,Sinhala
620,காவிந்தயா,Sinhala
621,நைதெலாகே,Sinhala
622,மனிஷா,Sinhala
623,ருவந்தி,Sinhala
624,பிரேமரத்ன,Sinhala
625,ரத்னத்கே,Sinhala
626,லேகமலாகே,Sinhala
627,ரித்மி,Sinhala
628,காவிந்தியா,Sinhala
629,லேகம்கே,Sinhala
630,பிட்டகம்பொலகே,Sinhala
631,அருண,Sinhala
632,கலவிட்டகொட,Sinhala
633,விதானலாகே,Sinhala
634,நாமல்,Sinhala
635,நதுன்,Sinhala
636,பஹல,Sinhala
637,ஆசாரிகே,Sinhala
638,சசிந்தன,Sinhala
639,குமாரசிறி,Sinhala
640,புனகல,Sinhala
641,முதலிஹாமிகே,Sinhala
642,சமோதி,Sinhala
643,ஆறுமுகம்,Tamil
644,தர்ஷினி,Sinhala
645,கணேசமூர்த்தி,Tamil
646,சதுர்சன்,Sinhala
647,மீராலெவ்வை,Muslim
648,பௌசியா,Muslim
649,கந்தக்குட்டி,Sinhala
650,சாரதா,Sinhala
651,நடராசா,Tamil
652,கேமலதா,Sinhala
653,அப்துஸ்ஸலீம்,Muslim
654,முகம்மட்,Muslim
655,இஜாஸ்,Muslim
656,முகம்மதுத்தம்பி,Muslim
657,அன்வர்,Sinhala
658,சதாத்,Sinhala
659,லிங்கரத்னம்,Sinhala
660,மேனுசா,Sinhala
661,இளையதம்பி,Tamil
662,உதயகுமார்,Tamil
663,மகேஸ்வரன்,Tamil
664,வேஜினி,Sinhala
665,கந்தே,Sinhala
666,பொடினோனா,Sinhala
667,சந்தமாலி,Sinhala
668,குடா,Sinhala
669,அன்தோனி,Sinhala
670,சந்தன,Sinhala
671,ஹேவாகம,Sinhala
672,ஹஸிதா,Sinhala
673,தரங்கனி,Sinhala
674,குவேந்திரன்,Tamil
675,சஜன்,Sinhala
676,தோன,Sinhala
677,ச்வர்ணா,Sinhala
678,அத்தபத்து,Sinhala
679,உதுலா,Sinhala
680,அல்பரகே,Sinhala
681,ரோஹித,Sinhala
682,குமாரசிரி,Sinhala
683,டி,Sinhala
684,சில்வா,Sinhala
685,அதாஉத,Sinhala
686,தேவிகா,Sinhala
687,சித்திராங்கனி,Sinhala
688,டயச்,Sinhala
689,முதியன்செலாகே,Sinhala
690,சதுரிகா,Sinhala
691,திலானி,Sinhala
692,தொன்டிலேகே,Sinhala
693,சோமவங்ஷ,Sinhala
694,தலுவத்தகே,Sinhala
695,விக்டர்சிரி,Sinhala
696,ரஞ்ஜித்,Sinhala
697,சபரமாது,Sinhala
698,அபித்தகொடகே,Sinhala
699,தம்மிக,Sinhala
700,நாலிந்த,Sinhala
701,எதிரிமான்னகே,Sinhala
702,தில்ருக்ஷி,Sinhala
703,தாபரே,Sinhala
704,பனாவென்னகே,Sinhala
705,ரமனி,Sinhala
706,அமரதுங்க,Sinhala
707,சுலயுமான்லெவ்வை,Muslim
708,பாத்திமா,Muslim
709,சஸ்னா,Sinhala
710,இராசநாயகம்,Tamil
711,சோதிமலர்,Tamil
712,ரவீந்திரன்,Sinhala
713,தனீஸ்வரன்,Tamil
714,பழனியாண்டி,Tamil
715,ரெட்ணம்,Tamil
716,அழகுதுரை,Tamil
717,ஒருதொட,Sinhala
718,வசந்தா,Sinhala
719,சிரியா,Sinhala
720,நடராஜா,Tamil
721,கணேசமூர்த்தி,Tamil
722,திஷந்தன்,Sinhala
723,கம்,Muslim
724,கொடகே,Sinhala
725,இரேஷா,Sinhala
726,தில்ஹானி,Sinhala
727,சிங்ஹல,Sinhala
728,ஜீவந்த,Sinhala
729,குருகே,Sinhala
730,தரிந்து,Sinhala
731,குமார்,Sinhala
732,பிரேமலதா,Sinhala
733,கரலஹிஙகே,Sinhala
734,வஜிரா,Sinhala
735,பிரேம,Sinhala
736,காந்தி,Sinhala
737,அப்புகுட்டி,Sinhala
738,ஆச்சிகே,Sinhala
739,இரோஷா,Sinhala
740,நிஷாமனீ,Sinhala
741,சுமனதாச,Sinhala
742,லஹிரு,Sinhala
743,சமீர,Sinhala
744,தென்னகே,Sinhala
745,ச்வர்ணலதா,Sinhala
746,ஹெட்டி,Sinhala
747,குருப்புகே,Sinhala
748,ஸ்ரீமதி,Sinhala
749,திலகா,Sinhala
750,பியசீலி,Sinhala
751,அல்விஸ்,Sinhala
752,கொதலாவல,Sinhala
753,கலுதந்திரிகே,Sinhala
754,நெவில்,Sinhala
755,பீரிஸ்,Sinhala
756,கோஷல,Sinhala
757,அசங்க,Sinhala
758,மானெல்,Sinhala
759,தேனாஹந்தி,Sinhala
760,ரஞ்ஜன,Sinhala
761,அபேவிக்கிரம,Sinhala
762,பொல்தும்ப,Sinhala
763,சந்தலு,Sinhala
764,சத்ருவன்,Sinhala
765,ஆரச்சி,Sinhala
766,கம்மனகே,Sinhala
767,பிரபாத்,Sinhala
768,ஹேமந்த,Sinhala
769,அமுஹேனகே,Sinhala
770,ஹர்ஷன,Sinhala
771,ஹுசையின்,Muslim
772,ஹனிசா,Muslim
773,வேலாயுதம்,Tamil
774,மனோன்மனி,Sinhala
775,சுலைமான்,Muslim
776,அஸ்மி,Muslim
777,வெல்கம,Sinhala
778,கிரிசந்தா,Sinhala
779,ஹிமாலி,Sinhala
780,மொனிக,Sinhala
781,சந்தரனி,Sinhala
782,வெஜெதுங்க,Sinhala
783,கரீம்,Muslim
784,இப்றாகீம்,Muslim
785,முஹம்மட்,Muslim
786,அஸ்கர்,Muslim
787,சலாம்,Muslim
788,அகமட்,Muslim
789,அன்ஜாஸல்லா,Muslim
790,மேகராசா,Tamil
791,இரத்தினமணி,Tamil
792,ராசீக்,Muslim
793,பரீட்,Muslim
794,அகமத்,Muslim
795,சாஜித்,Sinhala
796,கோமதி,Sinhala
797,தம்பிமுத்து,Sinhala
798,பூபாலப்பிள்ளை,Tamil
799,உதயகுமாரி,Sinhala
800,நசீர்,Muslim
801,நிஜாஸ்,Muslim
802,அகமது,Muslim
803,லெவ்வை,Muslim
804,மஜீது,Muslim
805,குணசேகரகே,Sinhala
806,சாந்த,Sinhala
807,இங்குருவத்தே,Sinhala
808,சுணில்,Sinhala
809,முகையதீன்,Muslim
810,அஸ்வர்,Tamil
811,கரோலிஸ்,Sinhala
812,அப்புகாமி,Sinhala
813,வில்லியம்,Sinhala
814,சிங்கோ,Sinhala
815,மீராமுகையதீன்,Muslim
816,சகுபர்,Tamil
817,ஹனிபா,Muslim
818,அகிலா,Sinhala
819,தங்கராசா,Tamil
820,நிரஞ்சன்,Sinhala
821,அப்துல்சமது,Muslim
822,யாசீன்,Muslim
823,கேந்திரராசா,Tamil
824,திஷானி,Sinhala
825,திருமகள்,Sinhala
826,சதீஸ்வரன்,Tamil
827,ரஜனி,Sinhala
828,குருபரன்,Tamil
829,ஆதம்,Muslim
830,முகமட்,Muslim
831,சக்கி,Sinhala
832,சிந்தா,Sinhala
833,நந்தனி,Sinhala
834,ரனதுங்க,Sinhala
835,துஷானி,Sinhala
836,அனுராதா,Sinhala
837,கந்தையா,Tamil
838,விஜேகலா,Sinhala
839,கேனுஜன்,Sinhala
840,பெலவத்தகே,Sinhala
841,ஜகத்,Sinhala
842,புஷ்பகுமர,Sinhala
843,நுவன்,Sinhala
844,பொன்னையா,Tamil
845,கிரிஷ்னராஜ்,Tamil
846,மஹரூப்,Muslim
847,பாதிமா,Muslim
848,ஜுமைலா,Tamil
849,ஹனிபா,Muslim
850,கச்சியும்மா,Sinhala
851,அர்ஜுனன்,Sinhala
852,கொழந்தைவேல்,Tamil
853,வல்பிட்டகே,Sinhala
854,ஜயந்த,Sinhala
855,சம்மந்தப்பெரும,Sinhala
